frame_idx,blockID,timestamp_ticks,delta_t_seconds
2.900000000000000000e+02,2.910000000000000000e+02,1.348559705009656000e+15,6.937760000000000064e-04
2.910000000000000000e+02,2.920000000000000000e+02,1.348559705096374000e+15,6.937440000000000447e-04
2.920000000000000000e+02,2.930000000000000000e+02,1.348559705186096000e+15,7.177760000000000477e-04
2.930000000000000000e+02,2.940000000000000000e+02,1.348559705272818000e+15,6.937760000000000064e-04
2.940000000000000000e+02,2.950000000000000000e+02,1.348559705359536000e+15,6.937440000000000447e-04
2.950000000000000000e+02,2.960000000000000000e+02,1.348559705446254000e+15,6.937440000000000447e-04
2.960000000000000000e+02,2.970000000000000000e+02,1.348559705532976000e+15,6.937760000000000064e-04
2.970000000000000000e+02,2.980000000000000000e+02,1.348559705619694000e+15,6.937440000000000447e-04
2.980000000000000000e+02,2.990000000000000000e+02,1.348559705706414000e+15,6.937599999999999713e-04
2.990000000000000000e+02,3.000000000000000000e+02,1.348559705793134000e+15,6.937599999999999713e-04
3.000000000000000000e+02,3.010000000000000000e+02,1.348559705879854000e+15,6.937599999999999713e-04
3.010000000000000000e+02,3.020000000000000000e+02,1.348559705966572000e+15,6.937440000000000447e-04
3.020000000000000000e+02,3.030000000000000000e+02,1.348559706053294000e+15,6.937760000000000064e-04
3.030000000000000000e+02,3.040000000000000000e+02,1.348559706140012000e+15,6.937440000000000447e-04
3.040000000000000000e+02,3.050000000000000000e+02,1.348559706226730000e+15,6.937440000000000447e-04
3.050000000000000000e+02,3.060000000000000000e+02,1.348559706313452000e+15,6.937760000000000064e-04
3.060000000000000000e+02,3.070000000000000000e+02,1.348559706400170000e+15,6.937440000000000447e-04
3.070000000000000000e+02,3.080000000000000000e+02,1.348559706486890000e+15,6.937599999999999713e-04
3.080000000000000000e+02,3.090000000000000000e+02,1.348559706573608000e+15,6.937440000000000447e-04
3.090000000000000000e+02,3.100000000000000000e+02,1.348559706660330000e+15,6.937760000000000064e-04
3.100000000000000000e+02,3.110000000000000000e+02,1.348559706747048000e+15,6.937440000000000447e-04
3.110000000000000000e+02,3.120000000000000000e+02,1.348559706833766000e+15,6.937440000000000447e-04
3.120000000000000000e+02,3.130000000000000000e+02,1.348559706920488000e+15,6.937760000000000064e-04
3.130000000000000000e+02,3.140000000000000000e+02,1.348559707007206000e+15,6.937440000000000447e-04
3.140000000000000000e+02,3.150000000000000000e+02,1.348559707093926000e+15,6.937599999999999713e-04
3.150000000000000000e+02,3.160000000000000000e+02,1.348559707180648000e+15,6.937760000000000064e-04
3.160000000000000000e+02,3.170000000000000000e+02,1.348559707270368000e+15,7.177600000000000126e-04
3.170000000000000000e+02,3.180000000000000000e+02,1.348559707357088000e+15,6.937599999999999713e-04
3.180000000000000000e+02,3.190000000000000000e+02,1.348559707443808000e+15,6.937599999999999713e-04
3.190000000000000000e+02,3.200000000000000000e+02,1.348559707530528000e+15,6.937599999999999713e-04
3.200000000000000000e+02,3.210000000000000000e+02,1.348559707617248000e+15,6.937599999999999713e-04
3.210000000000000000e+02,3.220000000000000000e+02,1.348559707703968000e+15,6.937599999999999713e-04
3.220000000000000000e+02,3.230000000000000000e+02,1.348559707790686000e+15,6.937440000000000447e-04
3.230000000000000000e+02,3.240000000000000000e+02,1.348559707877404000e+15,6.937440000000000447e-04
3.240000000000000000e+02,3.250000000000000000e+02,1.348559707964126000e+15,6.937760000000000064e-04
3.250000000000000000e+02,3.260000000000000000e+02,1.348559708050844000e+15,6.937440000000000447e-04
3.260000000000000000e+02,3.270000000000000000e+02,1.348559708137562000e+15,6.937440000000000447e-04
3.270000000000000000e+02,3.280000000000000000e+02,1.348559708224284000e+15,6.937760000000000064e-04
3.280000000000000000e+02,3.290000000000000000e+02,1.348559708311002000e+15,6.937440000000000447e-04
3.290000000000000000e+02,3.300000000000000000e+02,1.348559708397722000e+15,6.937599999999999713e-04
3.300000000000000000e+02,3.310000000000000000e+02,1.348559708484444000e+15,6.937760000000000064e-04
3.310000000000000000e+02,3.320000000000000000e+02,1.348559708571162000e+15,6.937440000000000447e-04
3.320000000000000000e+02,3.330000000000000000e+02,1.348559708657880000e+15,6.937440000000000447e-04
3.330000000000000000e+02,3.340000000000000000e+02,1.348559708744602000e+15,6.937760000000000064e-04
3.340000000000000000e+02,3.350000000000000000e+02,1.348559708831320000e+15,6.937440000000000447e-04
3.350000000000000000e+02,3.360000000000000000e+02,1.348559708918040000e+15,6.937599999999999713e-04
3.360000000000000000e+02,3.370000000000000000e+02,1.348559709004760000e+15,6.937599999999999713e-04
3.370000000000000000e+02,3.380000000000000000e+02,1.348559709091480000e+15,6.937599999999999713e-04
3.380000000000000000e+02,3.390000000000000000e+02,1.348559709178198000e+15,6.937440000000000447e-04
3.390000000000000000e+02,3.400000000000000000e+02,1.348559709264920000e+15,6.937760000000000064e-04
3.400000000000000000e+02,3.410000000000000000e+02,1.348559709354640000e+15,7.177600000000000126e-04
3.410000000000000000e+02,3.420000000000000000e+02,1.348559709441360000e+15,6.937599999999999713e-04
3.420000000000000000e+02,3.430000000000000000e+02,1.348559709528082000e+15,6.937760000000000064e-04
3.430000000000000000e+02,3.440000000000000000e+02,1.348559709614800000e+15,6.937440000000000447e-04
3.440000000000000000e+02,3.450000000000000000e+02,1.348559709701518000e+15,6.937440000000000447e-04
3.450000000000000000e+02,3.460000000000000000e+02,1.348559709788240000e+15,6.937760000000000064e-04
3.460000000000000000e+02,3.470000000000000000e+02,1.348559709874958000e+15,6.937440000000000447e-04
3.470000000000000000e+02,3.480000000000000000e+02,1.348559709961676000e+15,6.937440000000000447e-04
3.480000000000000000e+02,3.490000000000000000e+02,1.348559710048398000e+15,6.937760000000000064e-04
3.490000000000000000e+02,3.500000000000000000e+02,1.348559710135116000e+15,6.937440000000000447e-04
3.500000000000000000e+02,3.510000000000000000e+02,1.348559710221836000e+15,6.937599999999999713e-04
3.510000000000000000e+02,3.520000000000000000e+02,1.348559710308556000e+15,6.937599999999999713e-04
3.520000000000000000e+02,3.530000000000000000e+02,1.348559710395276000e+15,6.937599999999999713e-04
3.530000000000000000e+02,3.540000000000000000e+02,1.348559710481994000e+15,6.937440000000000447e-04
3.540000000000000000e+02,3.550000000000000000e+02,1.348559710568716000e+15,6.937760000000000064e-04
3.550000000000000000e+02,3.560000000000000000e+02,1.348559710655434000e+15,6.937440000000000447e-04
3.560000000000000000e+02,3.570000000000000000e+02,1.348559710742154000e+15,6.937599999999999713e-04
3.570000000000000000e+02,3.580000000000000000e+02,1.348559710828874000e+15,6.937599999999999713e-04
3.580000000000000000e+02,3.590000000000000000e+02,1.348559710915594000e+15,6.937599999999999713e-04
3.590000000000000000e+02,3.600000000000000000e+02,1.348559711002312000e+15,6.937440000000000447e-04
3.600000000000000000e+02,3.610000000000000000e+02,1.348559711089034000e+15,6.937760000000000064e-04
3.610000000000000000e+02,3.620000000000000000e+02,1.348559711175752000e+15,6.937440000000000447e-04
3.620000000000000000e+02,3.630000000000000000e+02,1.348559711262470000e+15,6.937440000000000447e-04
3.630000000000000000e+02,3.640000000000000000e+02,1.348559711349192000e+15,6.937760000000000064e-04
3.640000000000000000e+02,3.650000000000000000e+02,1.348559711438916000e+15,7.177919999999999743e-04
3.650000000000000000e+02,3.660000000000000000e+02,1.348559711525634000e+15,6.937440000000000447e-04
3.660000000000000000e+02,3.670000000000000000e+02,1.348559711612356000e+15,6.937760000000000064e-04
3.670000000000000000e+02,3.680000000000000000e+02,1.348559711699076000e+15,6.937599999999999713e-04
3.680000000000000000e+02,3.690000000000000000e+02,1.348559711785794000e+15,6.937440000000000447e-04
3.690000000000000000e+02,3.700000000000000000e+02,1.348559711872516000e+15,6.937760000000000064e-04
3.700000000000000000e+02,3.710000000000000000e+02,1.348559711959234000e+15,6.937440000000000447e-04
3.710000000000000000e+02,3.720000000000000000e+02,1.348559712045952000e+15,6.937440000000000447e-04
3.720000000000000000e+02,3.730000000000000000e+02,1.348559712132674000e+15,6.937760000000000064e-04
3.730000000000000000e+02,3.740000000000000000e+02,1.348559712219392000e+15,6.937440000000000447e-04
3.740000000000000000e+02,3.750000000000000000e+02,1.348559712306110000e+15,6.937440000000000447e-04
3.750000000000000000e+02,3.760000000000000000e+02,1.348559712392832000e+15,6.937760000000000064e-04
3.760000000000000000e+02,3.770000000000000000e+02,1.348559712479550000e+15,6.937440000000000447e-04
3.770000000000000000e+02,3.780000000000000000e+02,1.348559712566270000e+15,6.937599999999999713e-04
3.780000000000000000e+02,3.790000000000000000e+02,1.348559712652990000e+15,6.937599999999999713e-04
3.790000000000000000e+02,3.800000000000000000e+02,1.348559712739710000e+15,6.937599999999999713e-04
3.800000000000000000e+02,3.810000000000000000e+02,1.348559712826428000e+15,6.937440000000000447e-04
3.810000000000000000e+02,3.820000000000000000e+02,1.348559712913150000e+15,6.937760000000000064e-04
3.820000000000000000e+02,3.830000000000000000e+02,1.348559712999868000e+15,6.937440000000000447e-04
3.830000000000000000e+02,3.840000000000000000e+02,1.348559713086588000e+15,6.937599999999999713e-04
3.840000000000000000e+02,3.850000000000000000e+02,1.348559713173308000e+15,6.937599999999999713e-04
3.850000000000000000e+02,3.860000000000000000e+02,1.348559713260028000e+15,6.937599999999999713e-04
3.860000000000000000e+02,3.870000000000000000e+02,1.348559713346746000e+15,6.937440000000000447e-04
3.870000000000000000e+02,3.880000000000000000e+02,1.348559713433464000e+15,6.937440000000000447e-04
3.880000000000000000e+02,3.890000000000000000e+02,1.348559713523188000e+15,7.177919999999999743e-04
3.890000000000000000e+02,3.900000000000000000e+02,1.348559713609908000e+15,6.937599999999999713e-04
3.900000000000000000e+02,3.910000000000000000e+02,1.348559713696628000e+15,6.937599999999999713e-04
3.910000000000000000e+02,3.920000000000000000e+02,1.348559713783348000e+15,6.937599999999999713e-04
3.920000000000000000e+02,3.930000000000000000e+02,1.348559713870066000e+15,6.937440000000000447e-04
3.930000000000000000e+02,3.940000000000000000e+02,1.348559713956788000e+15,6.937760000000000064e-04
3.940000000000000000e+02,3.950000000000000000e+02,1.348559714043506000e+15,6.937440000000000447e-04
3.950000000000000000e+02,3.960000000000000000e+02,1.348559714130226000e+15,6.937599999999999713e-04
3.960000000000000000e+02,3.970000000000000000e+02,1.348559714216944000e+15,6.937440000000000447e-04
3.970000000000000000e+02,3.980000000000000000e+02,1.348559714303666000e+15,6.937760000000000064e-04
3.980000000000000000e+02,3.990000000000000000e+02,1.348559714390384000e+15,6.937440000000000447e-04
3.990000000000000000e+02,4.000000000000000000e+02,1.348559714477102000e+15,6.937440000000000447e-04
4.000000000000000000e+02,4.010000000000000000e+02,1.348559714563824000e+15,6.937760000000000064e-04
4.010000000000000000e+02,4.020000000000000000e+02,1.348559714650542000e+15,6.937440000000000447e-04
4.020000000000000000e+02,4.030000000000000000e+02,1.348559714737260000e+15,6.937440000000000447e-04
4.030000000000000000e+02,4.040000000000000000e+02,1.348559714823982000e+15,6.937760000000000064e-04
4.040000000000000000e+02,4.050000000000000000e+02,1.348559714910700000e+15,6.937440000000000447e-04
4.050000000000000000e+02,4.060000000000000000e+02,1.348559714997420000e+15,6.937599999999999713e-04
4.060000000000000000e+02,4.070000000000000000e+02,1.348559715084140000e+15,6.937599999999999713e-04
4.070000000000000000e+02,4.080000000000000000e+02,1.348559715170860000e+15,6.937599999999999713e-04
4.080000000000000000e+02,4.090000000000000000e+02,1.348559715257578000e+15,6.937440000000000447e-04
4.090000000000000000e+02,4.100000000000000000e+02,1.348559715344300000e+15,6.937760000000000064e-04
4.100000000000000000e+02,4.110000000000000000e+02,1.348559715431018000e+15,6.937440000000000447e-04
4.110000000000000000e+02,4.120000000000000000e+02,1.348559715517736000e+15,6.937440000000000447e-04
4.120000000000000000e+02,4.130000000000000000e+02,1.348559715607462000e+15,7.178080000000000094e-04
4.130000000000000000e+02,4.140000000000000000e+02,1.348559715694180000e+15,6.937440000000000447e-04
4.140000000000000000e+02,4.150000000000000000e+02,1.348559715780898000e+15,6.937440000000000447e-04
4.150000000000000000e+02,4.160000000000000000e+02,1.348559715867620000e+15,6.937760000000000064e-04
4.160000000000000000e+02,4.170000000000000000e+02,1.348559715954338000e+15,6.937440000000000447e-04
4.170000000000000000e+02,4.180000000000000000e+02,1.348559716041056000e+15,6.937440000000000447e-04
4.180000000000000000e+02,4.190000000000000000e+02,1.348559716127780000e+15,6.937920000000000415e-04
4.190000000000000000e+02,4.200000000000000000e+02,1.348559716214496000e+15,6.937280000000000096e-04
4.200000000000000000e+02,4.210000000000000000e+02,1.348559716301216000e+15,6.937599999999999713e-04
4.210000000000000000e+02,4.220000000000000000e+02,1.348559716387936000e+15,6.937599999999999713e-04
4.220000000000000000e+02,4.230000000000000000e+02,1.348559716474656000e+15,6.937599999999999713e-04
4.230000000000000000e+02,4.240000000000000000e+02,1.348559716561374000e+15,6.937440000000000447e-04
4.240000000000000000e+02,4.250000000000000000e+02,1.348559716648096000e+15,6.937760000000000064e-04
4.250000000000000000e+02,4.260000000000000000e+02,1.348559716734814000e+15,6.937440000000000447e-04
4.260000000000000000e+02,4.270000000000000000e+02,1.348559716821534000e+15,6.937599999999999713e-04
4.270000000000000000e+02,4.280000000000000000e+02,1.348559716908254000e+15,6.937599999999999713e-04
4.280000000000000000e+02,4.290000000000000000e+02,1.348559716994974000e+15,6.937599999999999713e-04
4.290000000000000000e+02,4.300000000000000000e+02,1.348559717081692000e+15,6.937440000000000447e-04
4.300000000000000000e+02,4.310000000000000000e+02,1.348559717168414000e+15,6.937760000000000064e-04
4.310000000000000000e+02,4.320000000000000000e+02,1.348559717255132000e+15,6.937440000000000447e-04
4.320000000000000000e+02,4.330000000000000000e+02,1.348559717341850000e+15,6.937440000000000447e-04
4.330000000000000000e+02,4.340000000000000000e+02,1.348559717428572000e+15,6.937760000000000064e-04
4.340000000000000000e+02,4.350000000000000000e+02,1.348559717515290000e+15,6.937440000000000447e-04
4.350000000000000000e+02,4.360000000000000000e+02,1.348559717602010000e+15,6.937599999999999713e-04
4.360000000000000000e+02,4.370000000000000000e+02,1.348559717691734000e+15,7.177919999999999743e-04
4.370000000000000000e+02,4.380000000000000000e+02,1.348559717778452000e+15,6.937440000000000447e-04
4.380000000000000000e+02,4.390000000000000000e+02,1.348559717865170000e+15,6.937440000000000447e-04
4.390000000000000000e+02,4.400000000000000000e+02,1.348559717951892000e+15,6.937760000000000064e-04
4.400000000000000000e+02,4.410000000000000000e+02,1.348559718038610000e+15,6.937440000000000447e-04
4.410000000000000000e+02,4.420000000000000000e+02,1.348559718125330000e+15,6.937599999999999713e-04
4.420000000000000000e+02,4.430000000000000000e+02,1.348559718212050000e+15,6.937599999999999713e-04
4.430000000000000000e+02,4.440000000000000000e+02,1.348559718298770000e+15,6.937599999999999713e-04
4.440000000000000000e+02,4.450000000000000000e+02,1.348559718385488000e+15,6.937440000000000447e-04
4.450000000000000000e+02,4.460000000000000000e+02,1.348559718472210000e+15,6.937760000000000064e-04
4.460000000000000000e+02,4.470000000000000000e+02,1.348559718558928000e+15,6.937440000000000447e-04
4.470000000000000000e+02,4.480000000000000000e+02,1.348559718645648000e+15,6.937599999999999713e-04
4.480000000000000000e+02,4.490000000000000000e+02,1.348559718732366000e+15,6.937440000000000447e-04
4.490000000000000000e+02,4.500000000000000000e+02,1.348559718819088000e+15,6.937760000000000064e-04
4.500000000000000000e+02,4.510000000000000000e+02,1.348559718905806000e+15,6.937440000000000447e-04
4.510000000000000000e+02,4.520000000000000000e+02,1.348559718992528000e+15,6.937760000000000064e-04
4.520000000000000000e+02,4.530000000000000000e+02,1.348559719079246000e+15,6.937440000000000447e-04
4.530000000000000000e+02,4.540000000000000000e+02,1.348559719165964000e+15,6.937440000000000447e-04
4.540000000000000000e+02,4.550000000000000000e+02,1.348559719252682000e+15,6.937440000000000447e-04
4.550000000000000000e+02,4.560000000000000000e+02,1.348559719339404000e+15,6.937760000000000064e-04
4.560000000000000000e+02,4.570000000000000000e+02,1.348559719426122000e+15,6.937440000000000447e-04
4.570000000000000000e+02,4.580000000000000000e+02,1.348559719512842000e+15,6.937599999999999713e-04
4.580000000000000000e+02,4.590000000000000000e+02,1.348559719599562000e+15,6.937599999999999713e-04
4.590000000000000000e+02,4.600000000000000000e+02,1.348559719686282000e+15,6.937599999999999713e-04
4.600000000000000000e+02,4.610000000000000000e+02,1.348559719776006000e+15,7.177919999999999743e-04
4.610000000000000000e+02,4.620000000000000000e+02,1.348559719862726000e+15,6.937599999999999713e-04
4.620000000000000000e+02,4.630000000000000000e+02,1.348559719949444000e+15,6.937440000000000447e-04
4.630000000000000000e+02,4.640000000000000000e+02,1.348559720036162000e+15,6.937440000000000447e-04
4.640000000000000000e+02,4.650000000000000000e+02,1.348559720122884000e+15,6.937760000000000064e-04
4.650000000000000000e+02,4.660000000000000000e+02,1.348559720209602000e+15,6.937440000000000447e-04
4.660000000000000000e+02,4.670000000000000000e+02,1.348559720296320000e+15,6.937440000000000447e-04
4.670000000000000000e+02,4.680000000000000000e+02,1.348559720383042000e+15,6.937760000000000064e-04
4.680000000000000000e+02,4.690000000000000000e+02,1.348559720469760000e+15,6.937440000000000447e-04
4.690000000000000000e+02,4.700000000000000000e+02,1.348559720556480000e+15,6.937599999999999713e-04
4.700000000000000000e+02,4.710000000000000000e+02,1.348559720643200000e+15,6.937599999999999713e-04
4.710000000000000000e+02,4.720000000000000000e+02,1.348559720729920000e+15,6.937599999999999713e-04
4.720000000000000000e+02,4.730000000000000000e+02,1.348559720816638000e+15,6.937440000000000447e-04
4.730000000000000000e+02,4.740000000000000000e+02,1.348559720903360000e+15,6.937760000000000064e-04
4.740000000000000000e+02,4.750000000000000000e+02,1.348559720990078000e+15,6.937440000000000447e-04
4.750000000000000000e+02,4.760000000000000000e+02,1.348559721076796000e+15,6.937440000000000447e-04
4.760000000000000000e+02,4.770000000000000000e+02,1.348559721163518000e+15,6.937760000000000064e-04
4.770000000000000000e+02,4.780000000000000000e+02,1.348559721250236000e+15,6.937440000000000447e-04
4.780000000000000000e+02,4.790000000000000000e+02,1.348559721336956000e+15,6.937599999999999713e-04
4.790000000000000000e+02,4.800000000000000000e+02,1.348559721423676000e+15,6.937599999999999713e-04
4.800000000000000000e+02,4.810000000000000000e+02,1.348559721510396000e+15,6.937599999999999713e-04
4.810000000000000000e+02,4.820000000000000000e+02,1.348559721597114000e+15,6.937440000000000447e-04
4.820000000000000000e+02,4.830000000000000000e+02,1.348559721683836000e+15,6.937760000000000064e-04
4.830000000000000000e+02,4.840000000000000000e+02,1.348559721770554000e+15,6.937440000000000447e-04
4.840000000000000000e+02,4.850000000000000000e+02,1.348559721860280000e+15,7.178080000000000094e-04
4.850000000000000000e+02,4.860000000000000000e+02,1.348559721946996000e+15,6.937280000000000096e-04
4.860000000000000000e+02,4.870000000000000000e+02,1.348559722033716000e+15,6.937599999999999713e-04
4.870000000000000000e+02,4.880000000000000000e+02,1.348559722120434000e+15,6.937440000000000447e-04
4.880000000000000000e+02,4.890000000000000000e+02,1.348559722207156000e+15,6.937760000000000064e-04
4.890000000000000000e+02,4.900000000000000000e+02,1.348559722293874000e+15,6.937440000000000447e-04
4.900000000000000000e+02,4.910000000000000000e+02,1.348559722380594000e+15,6.937599999999999713e-04
4.910000000000000000e+02,4.920000000000000000e+02,1.348559722467314000e+15,6.937599999999999713e-04
4.920000000000000000e+02,4.930000000000000000e+02,1.348559722554034000e+15,6.937599999999999713e-04
4.930000000000000000e+02,4.940000000000000000e+02,1.348559722640752000e+15,6.937440000000000447e-04
4.940000000000000000e+02,4.950000000000000000e+02,1.348559722727474000e+15,6.937760000000000064e-04
4.950000000000000000e+02,4.960000000000000000e+02,1.348559722814192000e+15,6.937440000000000447e-04
4.960000000000000000e+02,4.970000000000000000e+02,1.348559722900910000e+15,6.937440000000000447e-04
4.970000000000000000e+02,4.980000000000000000e+02,1.348559722987632000e+15,6.937760000000000064e-04
4.980000000000000000e+02,4.990000000000000000e+02,1.348559723074350000e+15,6.937440000000000447e-04
4.990000000000000000e+02,5.000000000000000000e+02,1.348559723161068000e+15,6.937440000000000447e-04
5.000000000000000000e+02,5.010000000000000000e+02,1.348559723247790000e+15,6.937760000000000064e-04
5.010000000000000000e+02,5.020000000000000000e+02,1.348559723334510000e+15,6.937599999999999713e-04
5.020000000000000000e+02,5.030000000000000000e+02,1.348559723421228000e+15,6.937440000000000447e-04
5.030000000000000000e+02,5.040000000000000000e+02,1.348559723507950000e+15,6.937760000000000064e-04
5.040000000000000000e+02,5.050000000000000000e+02,1.348559723594668000e+15,6.937440000000000447e-04
5.050000000000000000e+02,5.060000000000000000e+02,1.348559723681386000e+15,6.937440000000000447e-04
5.060000000000000000e+02,5.070000000000000000e+02,1.348559723768106000e+15,6.937599999999999713e-04
5.070000000000000000e+02,5.080000000000000000e+02,1.348559723854826000e+15,6.937599999999999713e-04
5.080000000000000000e+02,5.090000000000000000e+02,1.348559723944548000e+15,7.177760000000000477e-04
5.090000000000000000e+02,5.100000000000000000e+02,1.348559724031270000e+15,6.937760000000000064e-04
5.100000000000000000e+02,5.110000000000000000e+02,1.348559724117988000e+15,6.937440000000000447e-04
5.110000000000000000e+02,5.120000000000000000e+02,1.348559724204706000e+15,6.937440000000000447e-04
5.120000000000000000e+02,5.130000000000000000e+02,1.348559724291428000e+15,6.937760000000000064e-04
5.130000000000000000e+02,5.140000000000000000e+02,1.348559724378148000e+15,6.937599999999999713e-04
5.140000000000000000e+02,5.150000000000000000e+02,1.348559724464866000e+15,6.937440000000000447e-04
5.150000000000000000e+02,5.160000000000000000e+02,1.348559724551584000e+15,6.937440000000000447e-04
5.160000000000000000e+02,5.170000000000000000e+02,1.348559724638306000e+15,6.937760000000000064e-04
5.170000000000000000e+02,5.180000000000000000e+02,1.348559724725024000e+15,6.937440000000000447e-04
5.180000000000000000e+02,5.190000000000000000e+02,1.348559724811746000e+15,6.937760000000000064e-04
5.190000000000000000e+02,5.200000000000000000e+02,1.348559724898464000e+15,6.937440000000000447e-04
5.200000000000000000e+02,5.210000000000000000e+02,1.348559724985182000e+15,6.937440000000000447e-04
5.210000000000000000e+02,5.220000000000000000e+02,1.348559725071902000e+15,6.937599999999999713e-04
5.220000000000000000e+02,5.230000000000000000e+02,1.348559725158622000e+15,6.937599999999999713e-04
5.230000000000000000e+02,5.240000000000000000e+02,1.348559725245342000e+15,6.937599999999999713e-04
5.240000000000000000e+02,5.250000000000000000e+02,1.348559725332060000e+15,6.937440000000000447e-04
5.250000000000000000e+02,5.260000000000000000e+02,1.348559725418782000e+15,6.937760000000000064e-04
5.260000000000000000e+02,5.270000000000000000e+02,1.348559725505500000e+15,6.937440000000000447e-04
5.270000000000000000e+02,5.280000000000000000e+02,1.348559725592220000e+15,6.937599999999999713e-04
5.280000000000000000e+02,5.290000000000000000e+02,1.348559725678940000e+15,6.937599999999999713e-04
5.290000000000000000e+02,5.300000000000000000e+02,1.348559725765660000e+15,6.937599999999999713e-04
5.300000000000000000e+02,5.310000000000000000e+02,1.348559725852378000e+15,6.937440000000000447e-04
5.310000000000000000e+02,5.320000000000000000e+02,1.348559725939100000e+15,6.937760000000000064e-04
5.320000000000000000e+02,5.330000000000000000e+02,1.348559726028820000e+15,7.177600000000000126e-04
5.330000000000000000e+02,5.340000000000000000e+02,1.348559726115540000e+15,6.937599999999999713e-04
5.340000000000000000e+02,5.350000000000000000e+02,1.348559726202260000e+15,6.937599999999999713e-04
5.350000000000000000e+02,5.360000000000000000e+02,1.348559726288980000e+15,6.937599999999999713e-04
5.360000000000000000e+02,5.370000000000000000e+02,1.348559726375698000e+15,6.937440000000000447e-04
5.370000000000000000e+02,5.380000000000000000e+02,1.348559726462420000e+15,6.937760000000000064e-04
5.380000000000000000e+02,5.390000000000000000e+02,1.348559726549138000e+15,6.937440000000000447e-04
5.390000000000000000e+02,5.400000000000000000e+02,1.348559726635856000e+15,6.937440000000000447e-04
5.400000000000000000e+02,5.410000000000000000e+02,1.348559726722578000e+15,6.937760000000000064e-04
5.410000000000000000e+02,5.420000000000000000e+02,1.348559726809296000e+15,6.937440000000000447e-04
5.420000000000000000e+02,5.430000000000000000e+02,1.348559726896016000e+15,6.937599999999999713e-04
5.430000000000000000e+02,5.440000000000000000e+02,1.348559726982736000e+15,6.937599999999999713e-04
5.440000000000000000e+02,5.450000000000000000e+02,1.348559727069456000e+15,6.937599999999999713e-04
5.450000000000000000e+02,5.460000000000000000e+02,1.348559727156174000e+15,6.937440000000000447e-04
5.460000000000000000e+02,5.470000000000000000e+02,1.348559727242896000e+15,6.937760000000000064e-04
5.470000000000000000e+02,5.480000000000000000e+02,1.348559727329614000e+15,6.937440000000000447e-04
5.480000000000000000e+02,5.490000000000000000e+02,1.348559727416332000e+15,6.937440000000000447e-04
5.490000000000000000e+02,5.500000000000000000e+02,1.348559727503054000e+15,6.937760000000000064e-04
5.500000000000000000e+02,5.510000000000000000e+02,1.348559727589772000e+15,6.937440000000000447e-04
5.510000000000000000e+02,5.520000000000000000e+02,1.348559727676490000e+15,6.937440000000000447e-04
5.520000000000000000e+02,5.530000000000000000e+02,1.348559727763214000e+15,6.937920000000000415e-04
5.530000000000000000e+02,5.540000000000000000e+02,1.348559727849930000e+15,6.937280000000000096e-04
5.540000000000000000e+02,5.550000000000000000e+02,1.348559727936650000e+15,6.937599999999999713e-04
5.550000000000000000e+02,5.560000000000000000e+02,1.348559728023372000e+15,6.937760000000000064e-04
5.560000000000000000e+02,5.570000000000000000e+02,1.348559728113094000e+15,7.177760000000000477e-04
5.570000000000000000e+02,5.580000000000000000e+02,1.348559728199812000e+15,6.937440000000000447e-04
5.580000000000000000e+02,5.590000000000000000e+02,1.348559728286534000e+15,6.937760000000000064e-04
5.590000000000000000e+02,5.600000000000000000e+02,1.348559728373252000e+15,6.937440000000000447e-04
5.600000000000000000e+02,5.610000000000000000e+02,1.348559728459970000e+15,6.937440000000000447e-04
5.610000000000000000e+02,5.620000000000000000e+02,1.348559728546692000e+15,6.937760000000000064e-04
5.620000000000000000e+02,5.630000000000000000e+02,1.348559728633410000e+15,6.937440000000000447e-04
5.630000000000000000e+02,5.640000000000000000e+02,1.348559728720128000e+15,6.937440000000000447e-04
5.640000000000000000e+02,5.650000000000000000e+02,1.348559728806850000e+15,6.937760000000000064e-04
5.650000000000000000e+02,5.660000000000000000e+02,1.348559728893568000e+15,6.937440000000000447e-04
5.660000000000000000e+02,5.670000000000000000e+02,1.348559728980288000e+15,6.937599999999999713e-04
5.670000000000000000e+02,5.680000000000000000e+02,1.348559729067010000e+15,6.937760000000000064e-04
5.680000000000000000e+02,5.690000000000000000e+02,1.348559729153728000e+15,6.937440000000000447e-04
5.690000000000000000e+02,5.700000000000000000e+02,1.348559729240446000e+15,6.937440000000000447e-04
5.700000000000000000e+02,5.710000000000000000e+02,1.348559729327166000e+15,6.937599999999999713e-04
5.710000000000000000e+02,5.720000000000000000e+02,1.348559729413886000e+15,6.937599999999999713e-04
5.720000000000000000e+02,5.730000000000000000e+02,1.348559729500606000e+15,6.937599999999999713e-04
5.730000000000000000e+02,5.740000000000000000e+02,1.348559729587326000e+15,6.937599999999999713e-04
5.740000000000000000e+02,5.750000000000000000e+02,1.348559729674046000e+15,6.937599999999999713e-04
5.750000000000000000e+02,5.760000000000000000e+02,1.348559729760764000e+15,6.937440000000000447e-04
5.760000000000000000e+02,5.770000000000000000e+02,1.348559729847482000e+15,6.937440000000000447e-04
5.770000000000000000e+02,5.780000000000000000e+02,1.348559729934204000e+15,6.937760000000000064e-04
5.780000000000000000e+02,5.790000000000000000e+02,1.348559730020922000e+15,6.937440000000000447e-04
5.790000000000000000e+02,5.800000000000000000e+02,1.348559730107640000e+15,6.937440000000000447e-04
5.800000000000000000e+02,5.810000000000000000e+02,1.348559730197368000e+15,7.178240000000000445e-04
